Game Date,Pitcher,Result,EV (MPH),LA (°),Dist (ft),Direction,Pitch (MPH),Pitch Type
4/19/19,"Helsley, Ryan",home_run,111.7,17,432,Straightaway,97.2,4-Seam Fastball
4/19/19,"Wainwright, Adam",walk,,,,,74.8,Curveball
4/19/19,"Wainwright, Adam",field_error,108.7,-2,31,Straightaway,77,Curveball
4/19/19,"Wainwright, Adam",field_out,66.3,-28,3,Straightaway,75.9,Curveball
4/17/19,"Arrieta, Jake",single,108.6,-6,10,Straightaway,87.6,Changeup
4/17/19,"Arrieta, Jake",strikeout,,,,,87,Changeup
4/17/19,"Arrieta, Jake",grounded_into_double_play,70.6,-17,4,Straightaway,81.9,Curveball
4/17/19,"Arrieta, Jake",field_out,72.5,-12,10,Straightaway,94.2,Sinker
4/16/19,"Eickhoff, Jerad",strikeout,,,,,85.9,Slider
4/16/19,"Pivetta, Nick",walk,,,,,93.1,4-Seam Fastball
4/16/19,"Pivetta, Nick",field_out,83.7,-5,23,Pull,93.9,Sinker
4/16/19,"Pivetta, Nick",hit_by_pitch,,,,,95.1,Sinker
4/15/19,"Anderson, Drew",strikeout,,,,,75.9,Curveball
4/15/19,"Alvarez, Jose",field_out,109.9,16,314,Pull,84.3,Slider
4/15/19,"Nola, Aaron",strikeout,,,,,79,Knuckle Curve
4/15/19,"Nola, Aaron",walk,,,,,91.4,Sinker
4/15/19,"Nola, Aaron",single,81.6,22,271,Straightaway,93.6,Sinker
4/14/19,"Minter, A.J.",strikeout,,,,,95.6,4-Seam Fastball
4/14/19,"Biddle, Jesse",strikeout,,,,,76.8,Curveball
4/14/19,"Teheran, Julio",field_out,89.2,39,,Pull,89.8,Sinker
4/14/19,"Teheran, Julio",field_out,103.8,5,114,Pull,85.4,Changeup
4/14/19,"Teheran, Julio",single,82.1,-2,24,Straightaway,83.8,Slider
4/13/19,"Sobotka, Chad",walk,,,,,84.6,Slider
4/13/19,"Toussaint, Touki",strikeout,,,,,87.1,Split-Finger
4/13/19,"Toussaint, Touki",field_out,79.2,30,287,Pull,93.3,Sinker
4/13/19,"Toussaint, Touki",field_out,95.7,30,387,Straightaway,75,Curveball
4/13/19,"Newcomb, Sean",double,108.3,11,205,Pull,87.5,Changeup
4/12/19,"Biddle, Jesse",field_out,67.6,49,190,Pull,88.3,Slider
4/11/19,"Jackson, Luke",single,90.4,18,285,Straightaway,89.4,Slider
4/11/19,"Venters, Jonny",home_run,118.3,17,454,Straightaway,95.1,Sinker
4/11/19,"Gausman, Kevin",strikeout,,,,,97.2,4-Seam Fastball
4/11/19,"Gausman, Kevin",walk,,,,,95.9,4-Seam Fastball
4/11/19,"Gausman, Kevin",strikeout,,,,,95.4,4-Seam Fastball
4/10/19,"Perez, Martin",walk,,,,,95.2,4-Seam Fastball
4/10/19,"Vasquez, Andrew",walk,,,,,78,Curveball
4/10/19,"Odorizzi, Jake",field_out,102.3,4,88,Pull,74.9,Curveball
4/10/19,"Odorizzi, Jake",field_out,80,69,,Opposite,77.2,Curveball
4/9/19,"De Jong, Chase",home_run,106.6,35,397,Opposite,92.7,4-Seam Fastball
4/9/19,"Mejia, Adalberto",home_run,104.3,37,358,Opposite,93.3,Sinker
4/9/19,"Gibson, Kyle",field_out,105.3,0,39,Pull,92.6,Sinker
4/9/19,"Gibson, Kyle",strikeout,,,,,85.4,Slider
4/9/19,"Gibson, Kyle",strikeout,,,,,86.5,Changeup
4/7/19,"Ross, Joe",walk,,,,,95.2,4-Seam Fastball
4/7/19,"Grace, Matt",home_run,104,24,417,Pull,91.6,Sinker
4/7/19,"Scherzer, Max",double,111.7,7,146,Pull,83.6,Changeup
4/7/19,"Scherzer, Max",strikeout,,,,,94.9,4-Seam Fastball
4/7/19,"Scherzer, Max",grounded_into_double_play,82.9,-21,,Straightaway,84.6,Changeup
4/6/19,"Miller, Justin",home_run,108.7,22,427,Straightaway,85.9,Slider
4/6/19,"Corbin, Patrick",strikeout,,,,,83.3,Slider
4/6/19,"Corbin, Patrick",double,112.2,12,258,Pull,81.9,Slider
4/6/19,"Corbin, Patrick",strikeout,,,,,80.8,Slider
4/4/19,"Miller, Justin",strikeout,,,,,93.9,4-Seam Fastball
4/4/19,"Strasburg, Stephen",strikeout,,,,,80.6,Curveball
4/4/19,"Strasburg, Stephen",field_out,98.3,-15,5,Straightaway,92.9,Sinker
4/4/19,"Strasburg, Stephen",field_error,38.2,29,81,Straightaway,92,Sinker
4/3/19,"Anderson, Nick",single,108.8,8,180,Pull,94.7,4-Seam Fastball
4/3/19,"Richards, Trevor",strikeout,,,,,90.9,4-Seam Fastball
4/3/19,"Richards, Trevor",double,107.2,20,381,Pull,85.6,Cutter
4/3/19,"Richards, Trevor",field_out,96.8,37,354,Straightaway,90.8,4-Seam Fastball
4/2/19,"Chen, Wei-Yin",strikeout,,,,,89.4,4-Seam Fastball
4/1/19,"Steckenrider, Drew",home_run,112.8,21,444,Straightaway,95.3,4-Seam Fastball
4/1/19,"Kinley, Tyler",field_out,80,69,,Opposite,93.5,4-Seam Fastball
4/1/19,"Smith, Caleb",strikeout,,,,,83.6,Changeup
4/1/19,"Smith, Caleb",field_out,95.1,34,349,Opposite,83.6,Slider
4/1/19,"Smith, Caleb",strikeout,,,,,84.3,Changeup
3/31/19,"Doolittle, Sean",field_out,66,-7,11,Straightaway,94.3,4-Seam Fastball
3/31/19,"Miller, Justin",field_out,104.5,15,325,Opposite,84.8,Slider
3/31/19,"Corbin, Patrick",walk,,,,,91.1,Sinker
3/31/19,"Corbin, Patrick",double,110.9,17,371,Pull,81.8,Changeup
3/31/19,"Corbin, Patrick",single,73.9,33,226,Opposite,92.9,4-Seam Fastball
3/30/19,"Barraclough, Kyle",double,113.8,15,378,Opposite,93.2,4-Seam Fastball
3/30/19,"Sipp, Tony",walk,,,,,89.6,4-Seam Fastball
3/30/19,"Strasburg, Stephen",strikeout,,,,,86.4,Changeup
3/30/19,"Strasburg, Stephen",double,106.8,17,388,Straightaway,79.4,Curveball
3/30/19,"Strasburg, Stephen",single,76.1,24,238,Opposite,93.6,Sinker
3/28/19,"Miller, Justin",single,77.1,21,240,Straightaway,93.5,4-Seam Fastball
3/28/19,"Scherzer, Max",strikeout,,,,,95.6,4-Seam Fastball
3/28/19,"Scherzer, Max",field_out,75.1,-15,9,Pull,85.1,Changeup
3/28/19,"Scherzer, Max",strikeout,,,,,87.7,Cutter
