last_name, first_name,player_id,year,b_home_run,
Harrison, Josh,543281,2021,8,
Hosmer, Eric,543333,2021,12,
Semien, Marcus,543760,2021,45,
Grichuk, Randal,545341,2021,22,
Harper, Bryce,547180,2021,35,
Abreu, Jose,547989,2021,30,
Suarez, Eugenio,553993,2021,31,
Schoop, Jonathan,570731,2021,22,
Arenado, Nolan,571448,2021,34,
Farmer, Kyle,571657,2021,16,
Haniger, Mitch,571745,2021,39,
Hernandez, Enrique,571771,2021,20,
Muncy, Max,571970,2021,36,
Seager, Kyle,572122,2021,35,
Taylor, Michael A.,572191,2021,12,
Yastrzemski, Mike,573262,2021,25,
Iglesias, Jose,578428,2021,9,
Bryant, Kris,592178,2021,25,
Canha, Mark,592192,2021,17,
Castellanos, Nick,592206,2021,34,
Judge, Aaron,592450,2021,39,
Machado, Manny,592518,2021,28,
Realmuto, J.T.,592663,2021,17,
Renfroe, Hunter,592669,2021,31,
Merrifield, Whit,593160,2021,10,
Bogaerts, Xander,593428,2021,23,
Polanco, Jorge,593871,2021,33,
Sano, Miguel,593934,2021,30,
Duvall, Adam,594807,2021,38,
Baez, Javier,595879,2021,31,
Lindor, Francisco,596019,2021,20,
Story, Trevor,596115,2021,24,
Candelario, Jeimer,600869,2021,16,
Bell, Josh,605137,2021,27,
Betts, Mookie,605141,2021,23,
Tapia, Raimel,606132,2021,6,
Hernandez, Teoscar,606192,2021,32,
Turner, Trea,607208,2021,28,
Ramirez, Jose,608070,2021,36,
Gallo, Joey,608336,2021,38,
Swanson, Dansby,621020,2021,27,
Newman, Kevin,621028,2021,5,
Taylor, Chris,621035,2021,20,
Correa, Carlos,621043,2021,26,
Olson, Matt,621566,2021,39,
Alonso, Pete,624413,2021,37,
Frazier, Adam,624428,2021,5,
Soler, Jorge,624585,2021,27,
Cronenworth, Jake,630105,2021,21,
Meadows, Austin,640457,2021,27,
Anderson, Tim,641313,2021,17,
Crawford, J.P.,641487,2021,9,
Dozier, Hunter,641531,2021,16,
Mancini III, Trey,641820,2021,21,
McMahon, Ryan,641857,2021,23,
O'Neill, Tyler,641933,2021,34,
Rosario, Amed,642708,2021,11,
Adames, Willy,642715,2021,25,
Benintendi, Andrew,643217,2021,17,
Kiner-Falefa, Isiah,643396,2021,8,
Albies, Ozzie,645277,2021,30,
Devers, Rafael,646240,2021,38,
Urias, Luis,649966,2021,23,
Torres, Gleyber,650402,2021,9,
Diaz, Yandy,650490,2021,13,
Chapman, Matt,656305,2021,27,
Mullins II, Cedric,656775,2021,30,
Smith, Pavin,656976,2021,11,
Verdugo, Alex,657077,2021,13,
Moncada, Yoan,660162,2021,14,
Ohtani, Shohei,660271,2021,46,
Riley, Austin,663586,2021,33,
Mountcastle, Ryan,663624,2021,33,
Tucker, Kyle,663656,2021,30,
India, Jonathan,663697,2021,21,
Grisham, Trent,663757,2021,15,
Lowe, Nathaniel,663993,2021,18,
Happ, Ian,664023,2021,25,
France, Ty,664034,2021,18,
Lowe, Brandon,664040,2021,39,
Fletcher, David,664058,2021,2,
Straw, Myles,664702,2021,4,
Walsh, Jared,665120,2021,29,
Tatis Jr., Fernando,665487,2021,42,
Guerrero Jr., Vladimir,665489,2021,48,
Soto, Juan,665742,2021,29,
Chisholm Jr., Jazz,665862,2021,18,
Bichette, Bo,666182,2021,29,
Carlson, Dylan,666185,2021,18,
Garcia, Adolis,666969,2021,31,
Gurriel Jr., Lourdes,666971,2021,21,
Arozarena, Randy,668227,2021,20,
Reynolds, Bryan,668804,2021,24,
Rojas, Josh,668942,2021,11,
Edman, Tommy,669242,2021,11,
Solak, Nick,669256,2021,11,
Hays, Austin,669720,2021,22,
Lopez, Nicky,670032,2021,2,
Alvarez, Yordan,670541,2021,33,
Hunter, Torii,116338,2015,22,
Ortiz, David,120074,2015,37,
Rodriguez, Alex,121347,2015,33,
Ramirez, Aramis,133380,2015,17,
Beltre, Adrian,134181,2015,18,
Beltran, Carlos,136860,2015,19,
Rollins, Jimmy,276519,2015,13,
Pujols, Albert,405395,2015,40,
Byrd, Marlon,407781,2015,23,
Mauer, Joe,408045,2015,10,
Cabrera, Miguel,408234,2015,18,
Gonzalez, Adrian,408236,2015,28,
Phillips, Brandon,408252,2015,12,
Reyes, Jose,408314,2015,7,
Peralta, Jhonny,425509,2015,17,
Choo, Shin-Soo,425783,2015,22,
Molina, Yadier,425877,2015,4,
Fielder, Prince,425902,2015,23,
Cano, Robinson,429664,2015,21,
Encarnacion, Edwin,429665,2015,39,
Howard, Ryan,429667,2015,23,
Bautista, Jose,430832,2015,40,
Jones, Adam,430945,2015,27,
Aybar, Erick,430947,2015,3,
Martin, Russell,431145,2015,23,
Granderson, Curtis,434158,2015,26,
Pagan, Angel,434636,2015,3,
Morales, Kendrys,434778,2015,22,
Kinsler, Ian,435079,2015,11,
McCann, Brian,435263,2015,26,
Walker, Neil,435522,2015,16,
Desmond, Ian,435622,2015,19,
Cruz Jr., Nelson,443558,2015,44,
Trumbo, Mark,444432,2015,22,
Peralta, David,444482,2015,17,
Escobar, Alcides,444876,2015,3,
Prado, Martin,445988,2015,9,
Duda, Lucas,446263,2015,27,
Longoria, Evan,446334,2015,21,
Davis, Chris,448801,2015,47,
Zobrist, Ben,450314,2015,13,
Fowler, Dexter,451594,2015,17,
Headley, Chase,452104,2015,11,
Lind, Adam,452252,2015,20,
Cabrera, Asdrubal,452678,2015,15,
Tulowitzki, Troy,453064,2015,17,
Blackmon, Charlie,453568,2015,17,
Frazier, Todd,453943,2015,35,
Markakis, Nick,455976,2015,3,
Butler, Billy,456714,2015,15,
Cain, Lorenzo,456715,2015,16,
McCutchen, Andrew,457705,2015,23,
Jackson, Austin,457706,2015,9,
Upton, Justin,457708,2015,26,
Maybin, Cameron,457727,2015,10,
Posey III, Buster,457763,2015,19,
Bruce, Jay,457803,2015,26,
Votto, Joey,458015,2015,29,
Coghlan, Chris,458085,2015,16,
Gardner, Brett,458731,2015,16,
Braun, Ryan,460075,2015,25,
Moss, Brandon,461235,2015,19,
Kemp, Matt,461314,2015,23,
Plouffe, Trevor,461858,2015,22,
Andrus, Elvis,462101,2015,7,
Cervelli, Francisco,465041,2015,7,
Cabrera, Melky,466320,2015,12,
Sandoval, Pablo,467055,2015,10,
Ramos, Wilson,467092,2015,15,
Santana, Carlos,467793,2015,19,
Parra, Gerardo,467827,2015,14,
Gonzalez, Carlos,471865,2015,40,
Belt, Brandon,474832,2015,18,
Brantley Jr., Michael,488726,2015,15,
Escobar, Yunel,488862,2015,9,
Morrison, Logan,489149,2015,17,
Cespedes, Yoenis,493316,2015,35,
Ramirez, Alexei,493351,2015,10,
Solarte, Yangervis,500208,2015,14,
Martinez, J.D.,502110,2015,38,
Reddick, Josh,502210,2015,20,
Murphy, Daniel,502517,2015,14,
Goldschmidt, Paul,502671,2015,33,
Altuve, Jose,514888,2015,15,
Segura, Jean,516416,2015,6,
Castro, Starlin,516770,2015,11,
Marte, Starling,516782,2015,19,
Donaldson, Josh,518626,2015,41,
Heyward, Jason,518792,2015,13,
LeMahieu, DJ,518934,2015,6,
Moreland, Mitch,519048,2015,23,
Moustakas, Mike,519058,2015,22,
Norris, Derek,519083,2015,14,
Revere, Ben,519184,2015,2,
Rizzo, Anthony,519203,2015,31,
Vogt, Stephen,519390,2015,18,
Galvis, Freddy,520471,2015,7,
Perez, Salvador,521692,2015,21,
Forsythe, Logan,523253,2015,17,
Flores, Wilmer,527038,2015,16,
Garcia, Avisail,541645,2015,13,
Inciarte, Ender,542255,2015,6,
Burns, Billy,542993,2015,5,
Crawford, Brandon,543063,2015,21,
Giavotella, Johnny,543213,2015,4,
Gose, Anthony,543238,2015,5,
Hosmer, Eric,543333,2015,18,
Kipnis, Jason,543401,2015,9,
Lawrie, Brett,543434,2015,16,
Semien, Marcus,543760,2015,15,
Strange-Gordon, Dee,543829,2015,4,
Wong, Kolten,543939,2015,11,
Gregorius, Didi,544369,2015,9,
Trout, Mike,545361,2015,41,
Herrera, Odubel,546318,2015,8,
Harper, Bryce,547180,2015,42,
Abreu, Jose,547989,2015,30,
Polanco, Gregory,570256,2015,9,
Arenado, Nolan,571448,2015,42,
Holt, Brock,571788,2015,2,
Owings, Chris,572008,2015,4,
Pollock, AJ,572041,2015,20,
Seager, Kyle,572122,2015,26,
Taylor, Michael A.,572191,2015,14,
Carpenter, Matt,572761,2015,28,
Dozier, Brian,572821,2015,28,
Bryant, Kris,592178,2015,26,
Castellanos, Nick,592206,2015,15,
Machado, Manny,592518,2015,35,
Pederson, Joc,592626,2015,26,
Simmons, Andrelton,592743,2015,4,
Yelich, Christian,592885,2015,7,
Bogaerts, Xander,593428,2015,7,
Calhoun, Kole,594777,2015,26,
Eaton, Adam,594809,2015,14,
Gattis, Evan,594828,2015,27,
Kiermaier, Kevin,595281,2015,10,
Betts, Mookie,605141,2015,18,
Peterson, Jace,607054,2015,6,
Pillar, Kevin,607680,2015,12,
Russell, Addison,608365,2015,13,
Duffy, Matt,622110,2015,12,
