"player_name","batter","events","bb_type","hc_x","hc_y","hit_distance_sc","launch_speed","pitch_name"
"Swanson, Dansby",621020,"single","ground_ball",177.59,128.43,37,74.3,"Sinker"
"Harper, Bryce",547180,"home_run","fly_ball",227.87,66.5,378,104.8,"Curveball"
"Soto, Juan",665742,"field_out","ground_ball",136.86,160.96,2,63.6,"Changeup"
"Ohtani, Shohei",660271,"home_run","fly_ball",232.28,59.25,431,111.8,"Curveball"
"Harper, Bryce",547180,"field_out","ground_ball",142.88,141.25,68,90.4,"4-Seam Fastball"
"Harper, Bryce",547180,"single","line_drive",171.27,113.23,186,78.7,"Curveball"
"Alonso, Pete",624413,"single","line_drive",171.55,122.95,223,111,"Sinker"
"Turner, Trea",607208,"field_out","ground_ball",128.85,146,26,108.1,"Sinker"
"Swanson, Dansby",621020,"single","ground_ball",104.11,159.35,40,92.2,"Sinker"
"Alonso, Pete",624413,"single","line_drive",94.45,76.41,313,92,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",137.97,142.7,111,68.8,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","fly_ball",128.29,117.91,206,82.1,"Slider"
"Alonso, Pete",624413,"field_out","fly_ball",100.2,85,290,80.7,"Slider"
"Harper, Bryce",547180,"field_out","ground_ball",102.25,137.61,118,80.7,"Curveball"
"Alonso, Pete",624413,"single","line_drive",108.05,120.92,203,83.3,"Sinker"
"Turner, Trea",607208,"single","fly_ball",106.95,114.78,215,94,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",97.33,157.3,15,92.5,"Slider"
"Soto, Juan",665742,"home_run","fly_ball",98.35,39.44,401,103.5,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",130.64,143.59,6,80.2,"Sinker"
"Harper, Bryce",547180,"double","ground_ball",221.62,105.61,10,95.2,"Split-Finger"
"Swanson, Dansby",621020,"field_out","popup",125.35,120.19,200,80.6,"Sinker"
"Harper, Bryce",547180,"field_out","ground_ball",152.49,161.02,24,74.9,"Curveball"
"Soto, Juan",665742,"field_out","fly_ball",150.25,61.78,345,94.7,"Sinker"
"Swanson, Dansby",621020,"field_out","fly_ball",102.5,69.27,327,89.9,"Sinker"
"Ohtani, Shohei",660271,"field_out","fly_ball",101.92,120.69,207,78.1,"Slider"
"Turner, Trea",607208,"single","fly_ball",70.06,120.18,175,66.3,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",188.32,94.49,317,95.8,"Changeup"
"Soto, Juan",665742,"field_out","ground_ball",128.2,197.47,1,51.4,"Cutter"
"Swanson, Dansby",621020,"field_out","ground_ball",130.15,186.35,11,50.5,"Slider"
"Turner, Trea",607208,"single","line_drive",49.53,108.42,183,89.5,"Curveball"
"Alonso, Pete",624413,"field_out","ground_ball",104,136.51,11,103.6,"Sinker"
"Soto, Juan",665742,"single","fly_ball",75.61,141.92,193,66.7,"Cutter"
"Harper, Bryce",547180,"double","ground_ball",59.99,149.27,106,80.5,"Sinker"
"Turner, Trea",607208,"single","ground_ball",76.83,131.02,97,102.7,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",162.88,111.11,239,90.3,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","line_drive",123.43,63.91,335,110.9,"Curveball"
"Swanson, Dansby",621020,"field_out","line_drive",118.36,41,391,108.8,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","fly_ball",143.92,88.14,281,82,"Curveball"
"Swanson, Dansby",621020,"field_out","fly_ball",204.59,125.01,266,83,"4-Seam Fastball"
"Harper, Bryce",547180,"home_run","line_drive",86.25,41.48,406,110.4,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",156.51,161.15,11,73.2,"Slider"
"Turner, Trea",607208,"home_run","fly_ball",7.25,83.47,406,112.2,"Sinker"
"Alonso, Pete",624413,"field_out","line_drive",89.71,157.9,139,86,"Curveball"
"Ohtani, Shohei",660271,"field_out","ground_ball",145.76,164.19,2,84.4,"Curveball"
"Swanson, Dansby",621020,"single","ground_ball",120.87,137.82,7,78,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","fly_ball",110.93,69.02,325,86.9,"Slider"
"Soto, Juan",665742,"field_out","fly_ball",178.43,61.61,362,93.9,"Slider"
"Harper, Bryce",547180,"double","line_drive",63.06,69.92,354,98.8,"Changeup"
"Ohtani, Shohei",660271,"field_out","fly_ball",61.5,121.06,252,87.7,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",103.86,153.36,5,75.9,"Sinker"
"Alonso, Pete",624413,"field_out","popup",107.23,134.6,171,64.7,"Sinker"
"Harper, Bryce",547180,"field_out","fly_ball",50.36,95.9,316,90.9,"4-Seam Fastball"
"Alonso, Pete",624413,"home_run","fly_ball",2.18,65,447,107.9,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",89.6,82.1,305,97.3,"4-Seam Fastball"
"Soto, Juan",665742,"home_run","fly_ball",172.34,29.84,433,114.1,"4-Seam Fastball"
"Harper, Bryce",547180,"double","line_drive",149.38,82.88,294,80.6,"Changeup"
"Soto, Juan",665742,"field_out","ground_ball",153.73,135.95,4,99.2,"4-Seam Fastball"
"Alonso, Pete",624413,"single","line_drive",155.47,134.39,180,83.7,"Changeup"
"Turner, Trea",607208,"double","line_drive",60.25,111.25,220,96,"Cutter"
"Harper, Bryce",547180,"double","line_drive",164.55,58.88,262,110.3,"Cutter"
"Turner, Trea",607208,"field_out","popup",179.14,161.96,162,83.7,"Cutter"
"Soto, Juan",665742,"field_out","ground_ball",155.49,166.07,53,74.4,"Slider"
"Turner, Trea",607208,"field_out","fly_ball",130.63,63.24,336,90,"Slider"
"Ohtani, Shohei",660271,"home_run","fly_ball",210.13,72.71,374,110.7,"Slider"
"Alonso, Pete",624413,"field_out","fly_ball",103.11,65.26,335,88.5,"Slider"
"Turner, Trea",607208,"field_out","popup",102.79,161.37,115,70.4,"Slider"
"Soto, Juan",665742,"field_out","fly_ball",140.17,101.89,246,87.9,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",100.47,146.51,5,107.5,"Slider"
"Alonso, Pete",624413,"field_out","line_drive",129.67,139.96,154,54.2,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",83.98,118.56,39,97.1,"Slider"
"Soto, Juan",665742,"field_out","ground_ball",142.84,157.49,2,90.4,"Slider"
"Harper, Bryce",547180,"home_run","fly_ball",109.2,19.54,445,109.2,"Cutter"
"Soto, Juan",665742,"field_out","ground_ball",143.49,148.4,116,78.8,"Changeup"
"Harper, Bryce",547180,"single","line_drive",149.41,84.15,254,95.1,"Curveball"
"Alonso, Pete",624413,"single","line_drive",118.59,136.66,161,110,"Slider"
"Ohtani, Shohei",660271,"field_out","ground_ball",149.23,173.26,19,92.9,"Curveball"
"Soto, Juan",665742,"single","line_drive",99.91,82.03,261,89.2,"Sinker"
"Alonso, Pete",624413,"field_out","ground_ball",96.63,133.19,5,102.4,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","line_drive",61.72,96.25,301,111.9,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","ground_ball",148.96,132.05,14,110,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","fly_ball",65.22,75.89,340,104.9,"Changeup"
"Swanson, Dansby",621020,"field_out","ground_ball",96,151.99,5,82.8,"4-Seam Fastball"
"Ohtani, Shohei",660271,"single","line_drive",157.93,93.26,186,103.5,"4-Seam Fastball"
"Swanson, Dansby",621020,"double","line_drive",98.01,52.65,324,97.8,"Curveball"
"Alonso, Pete",624413,"single","line_drive",147.38,134.48,174,95.3,"Curveball"
"Harper, Bryce",547180,"single","line_drive",174.41,95.97,208,96.3,"Slider"
"Soto, Juan",665742,"field_out","ground_ball",150.45,145.28,11,86.9,"Curveball"
"Soto, Juan",665742,"field_out","ground_ball",147.72,138.68,4,98.1,"Curveball"
"Harper, Bryce",547180,"field_out","line_drive",199.45,84.62,334,106,"Slider"
"Alonso, Pete",624413,"single","line_drive",163.48,118.72,206,95.6,"Slider"
"Turner, Trea",607208,"field_out","line_drive",145.05,126.87,191,86.8,"Sinker"
"Turner, Trea",607208,"double","ground_ball",67.05,140.78,49,101.5,"Cutter"
"Swanson, Dansby",621020,"field_out","popup",134.66,121.27,199,62,"Sinker"
"Swanson, Dansby",621020,"field_out","ground_ball",105.86,143.24,55,104.6,"Sinker"
"Swanson, Dansby",621020,"home_run","fly_ball",152.02,35.91,408,100.7,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",125.33,137.05,11,100.2,"Split-Finger"
"Soto, Juan",665742,"field_out","line_drive",194.05,74.47,350,103,"Changeup"
"Harper, Bryce",547180,"field_out","ground_ball",119.37,157.38,4,58.7,"Changeup"
"Harper, Bryce",547180,"field_out","fly_ball",70.8,133.74,213,82.8,"Slider"
"Swanson, Dansby",621020,"field_out","popup",178.53,147.92,184,84.6,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","ground_ball",112,183.97,1,62.1,"Knuckle Curve"
"Harper, Bryce",547180,"field_out","ground_ball",160.17,132.88,41,106.7,"Sinker"
"Alonso, Pete",624413,"single","line_drive",168.85,104.07,236,77.6,"Sinker"
"Ohtani, Shohei",660271,"single","ground_ball",164.18,122.18,NA,NA,NA
"Turner, Trea",607208,"field_out","fly_ball",166.25,98.44,270,84.8,"Slider"
"Turner, Trea",607208,"field_out","line_drive",61.2,71.15,353,110.9,"Sinker"
"Swanson, Dansby",621020,"field_out","ground_ball",97.04,169.59,3,68.6,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",71.11,121.08,128,105,"Curveball"
"Swanson, Dansby",621020,"double","line_drive",166.96,52.49,354,102.8,"4-Seam Fastball"
"Harper, Bryce",547180,"single","line_drive",60.43,114.09,200,82.3,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","fly_ball",69.6,91.46,300,89.3,"Curveball"
"Turner, Trea",607208,"field_out","popup",169.04,182.23,115,79,"Curveball"
"Alonso, Pete",624413,"home_run","fly_ball",74.33,55.74,377,102,"Sinker"
"Harper, Bryce",547180,"single","line_drive",165.9,81.05,276,103.3,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","popup",114.47,125.87,188,61,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",101.34,104.07,88,83.4,"Slider"
"Soto, Juan",665742,"single","fly_ball",70.03,118.75,245,73.9,"4-Seam Fastball"
"Soto, Juan",665742,"single","ground_ball",138.65,96.91,27,87.6,"Slider"
"Ohtani, Shohei",660271,"field_out","ground_ball",152.62,139.31,5,85.7,"Cutter"
"Turner, Trea",607208,"home_run","fly_ball",57.76,64.18,374,96.8,"4-Seam Fastball"
"Alonso, Pete",624413,"single","ground_ball",115.2,185.37,NA,NA,"Sinker"
"Alonso, Pete",624413,"field_out","ground_ball",116.96,147.61,3,98.6,"Sinker"
"Turner, Trea",607208,"field_out","fly_ball",131.99,51.92,364,97.8,"Slider"
"Harper, Bryce",547180,"home_run","fly_ball",219.43,51.26,430,111,"Slider"
"Ohtani, Shohei",660271,"single","ground_ball",176.53,118.17,113,93.4,"Slider"
"Alonso, Pete",624413,"home_run","line_drive",166.12,47.91,387,105.2,"Slider"
"Turner, Trea",607208,"single","fly_ball",106.01,96.88,254,74.5,"Slider"
"Harper, Bryce",547180,"field_out","popup",148.61,152.32,134,96.6,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","line_drive",96.39,84.42,198,103.8,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",86.69,157.42,6,85,"Slider"
"Swanson, Dansby",621020,"field_out","ground_ball",105.36,155.71,2,55.6,"Slider"
"Soto, Juan",665742,"single","line_drive",171.36,82.38,190,107.9,"Slider"
"Ohtani, Shohei",660271,"field_out","ground_ball",145.93,136.71,13,96,"Slider"
"Turner, Trea",607208,"double","line_drive",201.08,120.81,241,81.9,"Slider"
"Turner, Trea",607208,"field_out","ground_ball",109.14,164.17,5,81.5,"Slider"
"Harper, Bryce",547180,"field_out","ground_ball",153.91,158.82,19,89,"Cutter"
"Turner, Trea",607208,"single","ground_ball",150.06,112.41,14,105.2,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",97.2,139.73,88,99.7,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","ground_ball",159.83,167.76,22,69.3,"Sinker"
"Ohtani, Shohei",660271,"single","line_drive",190.55,101.24,224,92,"4-Seam Fastball"
"Alonso, Pete",624413,"single","line_drive",175.31,82.22,261,111.8,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","line_drive",102.02,145.32,151,110.5,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",104.15,153.72,5,69.8,"Changeup"
"Alonso, Pete",624413,"single","ground_ball",98.79,107.37,80,118.4,"4-Seam Fastball"
"Ohtani, Shohei",660271,"single","ground_ball",140.38,179.3,1,57.9,"Knuckle Curve"
"Alonso, Pete",624413,"field_out","ground_ball",96.5,164.22,65,102.7,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","fly_ball",161.03,81.69,304,98.9,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",100.65,99.74,256,96.2,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","ground_ball",162.04,143.73,14,88.5,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","ground_ball",90.8,121.14,56,76.4,"Sinker"
"Harper, Bryce",547180,"field_out","fly_ball",108.78,44.57,383,100.4,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","popup",117.9,157.19,113,86.9,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","line_drive",167.61,66.08,345,99.5,"Slider"
"Harper, Bryce",547180,"field_out","line_drive",58.9,69.47,360,99.4,"4-Seam Fastball"
"Alonso, Pete",624413,"single","ground_ball",150.75,139.71,26,88,"Sinker"
"Swanson, Dansby",621020,"single","line_drive",65.93,107.22,157,94.9,"Changeup"
"Swanson, Dansby",621020,"field_out","fly_ball",207.35,105.68,306,88.7,"Slider"
"Soto, Juan",665742,"home_run","line_drive",37.2,69.82,386,109.5,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",121.48,135.17,80,96.9,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",198.45,94.97,313,96.4,"4-Seam Fastball"
"Ohtani, Shohei",660271,"home_run","fly_ball",218.68,50.51,430,110.1,"Slider"
"Harper, Bryce",547180,"field_out","fly_ball",76.06,100.71,273,83,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",97.58,135.27,7,101.9,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","ground_ball",154.31,170.23,14,88.1,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","line_drive",122.36,81.93,292,87.7,"Sinker"
"Alonso, Pete",624413,"home_run","line_drive",59.84,52.01,398,106.5,"Sinker"
"Swanson, Dansby",621020,"field_out","popup",111.14,134.89,169,94.7,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",123.15,198.52,1,54.9,"Sinker"
"Turner, Trea",607208,"field_out","fly_ball",188.87,97.72,295,88.7,"Slider"
"Swanson, Dansby",621020,"field_out","ground_ball",99.55,144.46,9,98.2,"Sinker"
"Harper, Bryce",547180,"home_run","fly_ball",172.2,33.6,424,106.1,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","popup",172.65,169.16,140,66.3,"Sinker"
"Harper, Bryce",547180,"field_out","fly_ball",87,109.18,244,79.4,"Changeup"
"Turner, Trea",607208,"double","line_drive",63.69,134.03,223,101,"Changeup"
"Alonso, Pete",624413,"field_out","ground_ball",102.23,166.29,5,60.9,"Sinker"
"Soto, Juan",665742,"double","line_drive",153.8,43.63,229,116.6,"Sinker"
"Ohtani, Shohei",660271,"single","ground_ball",130.45,108.17,79,99.9,"4-Seam Fastball"
"Alonso, Pete",624413,"triple","line_drive",173.62,67.04,281,112.6,"Split-Finger"
"Ohtani, Shohei",660271,"field_out","fly_ball",165.47,62.29,352,108.6,"4-Seam Fastball"
"Turner, Trea",607208,"double","ground_ball",110.14,91.48,85,106.7,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","line_drive",129.84,68.21,325,98.3,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",154.21,72.46,321,91.7,"Slider"
"Turner, Trea",607208,"field_out","fly_ball",148.91,66.04,342,95.1,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","ground_ball",110.16,147.34,15,97.2,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","fly_ball",205.69,104.88,305,89.9,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","ground_ball",112.91,155.92,3,51.8,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","line_drive",82.28,68.76,276,103.2,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","line_drive",182.36,89.13,307,94.3,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",64.11,108.44,89,96.1,"Slider"
"Turner, Trea",607208,"field_out","line_drive",127.05,133.11,170,95.6,"Split-Finger"
"Swanson, Dansby",621020,"field_out","fly_ball",188.48,86.71,318,88,"4-Seam Fastball"
"Ohtani, Shohei",660271,"single","ground_ball",132.44,85.29,146,95.9,"Knuckle Curve"
"Swanson, Dansby",621020,"home_run","fly_ball",123.85,30.43,417,105.3,"4-Seam Fastball"
"Alonso, Pete",624413,"double","line_drive",50.63,84.81,337,109.1,"4-Seam Fastball"
"Turner, Trea",607208,"double","line_drive",104.22,105.75,240,100.2,"Slider"
"Turner, Trea",607208,"single","line_drive",131.02,113.17,218,93.2,"Slider"
"Turner, Trea",607208,"field_out","fly_ball",162.74,72.03,328,97.7,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","line_drive",73.56,111.55,254,78.5,"Curveball"
"Swanson, Dansby",621020,"field_out","popup",164.25,182.38,104,69.4,"Slider"
"Swanson, Dansby",621020,"field_out","ground_ball",127.94,176.75,7,69.1,"Curveball"
"Alonso, Pete",624413,"field_out","fly_ball",140.09,86.24,283,90.9,"Changeup"
"Harper, Bryce",547180,"field_out","ground_ball",148.53,144.17,42,97.9,"Curveball"
"Ohtani, Shohei",660271,"single","ground_ball",146.62,167.75,29,77.7,"Sinker"
"Turner, Trea",607208,"single","line_drive",148.16,119.19,152,107.1,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",166.53,113.91,236,79.1,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","ground_ball",128.28,136.2,83,71.9,"Sinker"
"Swanson, Dansby",621020,"single","ground_ball",98.85,148.47,49,95.7,"Split-Finger"
"Swanson, Dansby",621020,"single","line_drive",100.52,93.96,173,95.6,"Slider"
"Alonso, Pete",624413,"field_out","fly_ball",203.12,82,345,95.7,"Sinker"
"Swanson, Dansby",621020,"field_out","ground_ball",118.79,147.84,33,73.8,"Slider"
"Soto, Juan",665742,"double","fly_ball",192.29,60.29,378,100.2,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","ground_ball",94.91,160.85,5,85.5,"Knuckle Curve"
"Ohtani, Shohei",660271,"single","ground_ball",131.97,85.85,122,101.8,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",84.14,92.07,320,86.5,"Slider"
"Swanson, Dansby",621020,"home_run","fly_ball",66.48,36.24,427,106.7,"Slider"
"Swanson, Dansby",621020,"field_out","ground_ball",102.73,160.11,2,78.6,"4-Seam Fastball"
"Swanson, Dansby",621020,"home_run","fly_ball",38.12,76.16,369,101.1,"Curveball"
"Harper, Bryce",547180,"field_out","ground_ball",154.41,146.15,5,72.2,"Changeup"
