"player_name","batter","events","bb_type","hc_x","hc_y","hit_distance_sc","launch_speed","pitch_name"
"Ohtani, Shohei",660271,"single","line_drive",177.85,122.6,231,109.1,"Curveball"
"Turner, Trea",607208,"single","ground_ball",172,122,60,86.5,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","ground_ball",129.21,177.19,7,64.2,"Changeup"
"Turner, Trea",607208,"single","ground_ball",118.42,162.73,2,93.7,"4-Seam Fastball"
"Ohtani, Shohei",660271,"home_run","fly_ball",207.52,37.62,445,116.1,"4-Seam Fastball"
"Harper, Bryce",547180,"single","ground_ball",199.97,109.69,36,105.1,"4-Seam Fastball"
"Soto, Juan",665742,"double","line_drive",216.5,103.25,203,112.8,"4-Seam Fastball"
"Soto, Juan",665742,"single","line_drive",103.44,87.6,261,77.1,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","line_drive",122.06,80.19,219,105.4,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","line_drive",122.61,67.82,326,103.5,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",148.16,158.3,14,91.2,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","ground_ball",96.11,145.48,7,79.8,"Slider"
"Alonso, Pete",624413,"home_run","line_drive",14.08,79.19,402,107.6,"Slider"
"Turner, Trea",607208,"field_out","line_drive",129,181,125,103,"4-Seam Fastball"
"Harper, Bryce",547180,"double","fly_ball",211.27,114.44,294,85.9,"Changeup"
"Swanson, Dansby",621020,"field_out","fly_ball",103.35,74.86,313,82.7,"4-Seam Fastball"
"Soto, Juan",665742,"single","line_drive",118.26,72.38,227,97.8,"Curveball"
"Ohtani, Shohei",660271,"field_out","ground_ball",130.91,143.47,11,92.3,"Sinker"
"Swanson, Dansby",621020,"field_out","ground_ball",108.16,159.25,41,91,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",152.52,163.73,5,88.3,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",141.27,164.62,3,90.2,"Sinker"
"Ohtani, Shohei",660271,"field_out","fly_ball",141.79,44.02,384,105.2,"Slider"
"Harper, Bryce",547180,"field_out","fly_ball",127.11,36.91,399,108.2,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","ground_ball",86.51,164.65,4,96.2,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",124.73,191.21,NA,NA,"Sinker"
"Alonso, Pete",624413,"field_out","ground_ball",101.54,159.67,40,77.1,"Cutter"
"Soto, Juan",665742,"home_run","fly_ball",151.17,16.64,454,111.9,"Slider"
"Turner, Trea",607208,"field_out","ground_ball",95.53,172.4,10,59.4,"Cutter"
"Swanson, Dansby",621020,"field_out","ground_ball",100.02,153.44,13,91.8,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","fly_ball",57.17,85.88,327,103.8,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",83.84,127.39,110,109.2,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","popup",147.14,126.96,192,66.3,"Cutter"
"Soto, Juan",665742,"field_out","fly_ball",100.22,61.68,346,95.1,"Slider"
"Soto, Juan",665742,"field_out","fly_ball",100.46,62.23,345,93.2,"Changeup"
"Swanson, Dansby",621020,"field_out","line_drive",107.36,66.04,333,95.3,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",158.24,157.42,23,102.3,"Slider"
"Turner, Trea",607208,"single","ground_ball",84.93,172.95,34,103.6,"Sinker"
"Alonso, Pete",624413,"single","line_drive",181.36,106.92,267,104.7,"Sinker"
"Harper, Bryce",547180,"field_out","ground_ball",133.06,148.99,6,70.4,"4-Seam Fastball"
"Soto, Juan",665742,"double","line_drive",35.37,109.72,313,104.9,"Slider"
"Turner, Trea",607208,"single","ground_ball",107.37,167.64,2,71,"Curveball"
"Alonso, Pete",624413,"single","ground_ball",121.36,178.38,62,113.7,"Knuckle Curve"
"Turner, Trea",607208,"field_out","line_drive",112.07,143.3,149,82.3,"4-Seam Fastball"
"Harper, Bryce",547180,"double","line_drive",197.98,127.52,250,106.2,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",138.1,139.63,8,88.2,"Curveball"
"Alonso, Pete",624413,"field_out","line_drive",110.7,125.96,190,59.7,"Sinker"
"Ohtani, Shohei",660271,"field_out","fly_ball",168.21,59.35,360,93.5,"Changeup"
"Turner, Trea",607208,"field_out","popup",163.39,150.76,156,84.1,"Sinker"
"Swanson, Dansby",621020,"field_out","line_drive",152.24,76.86,311,102.6,"Sinker"
"Harper, Bryce",547180,"single","ground_ball",117.64,134.5,22,98.9,"Sinker"
"Harper, Bryce",547180,"field_out","ground_ball",129.83,135.95,69,80.4,"Sinker"
"Ohtani, Shohei",660271,"single","line_drive",89.3,70.86,270,108.7,"4-Seam Fastball"
"Ohtani, Shohei",660271,"single","ground_ball",100.23,152.43,27,68.4,"4-Seam Fastball"
"Alonso, Pete",624413,"single","line_drive",88.78,141.77,173,76.2,"Sinker"
"Turner, Trea",607208,"single","ground_ball",123.69,94.85,21,76,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",75.98,120.37,241,93,"4-Seam Fastball"
"Harper, Bryce",547180,"double","fly_ball",147.68,52.2,366,96,"Slider"
"Turner, Trea",607208,"field_out","ground_ball",120.22,183.1,3,32.7,"Sinker"
"Swanson, Dansby",621020,"single","ground_ball",180.18,104.63,113,89.5,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",134.21,141.79,5,100.5,"Knuckle Curve"
"Ohtani, Shohei",660271,"field_out","popup",80.04,143.36,182,79.4,"Slider"
"Swanson, Dansby",621020,"field_out","ground_ball",102.66,133.11,95,96.5,"Sinker"
"Harper, Bryce",547180,"field_out","fly_ball",46.67,84.53,342,95.4,"Curveball"
"Harper, Bryce",547180,"field_out","fly_ball",115.36,94.86,261,75.5,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",96.02,168.38,3,77.2,"Sinker"
"Soto, Juan",665742,"single","ground_ball",66.38,129.12,114,86.6,"Sinker"
"Ohtani, Shohei",660271,"single","ground_ball",160.65,105.86,64,105.4,"Slider"
"Swanson, Dansby",621020,"field_out","line_drive",156.85,146.46,157,99.7,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",129.3,136.64,7,102.1,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",97.76,138.66,90,104.8,"Changeup"
"Harper, Bryce",547180,"double","fly_ball",58.59,69.15,360,100.7,"Changeup"
"Harper, Bryce",547180,"double","line_drive",50.73,123.57,206,87.7,"Slider"
"Ohtani, Shohei",660271,"single","ground_ball",170,147.74,28,81.9,"4-Seam Fastball"
"Ohtani, Shohei",660271,"single","line_drive",164.14,119.22,178,76.8,"Cutter"
"Harper, Bryce",547180,"home_run","fly_ball",213.14,46.42,432,112.2,"Slider"
"Turner, Trea",607208,"field_out","popup",141.92,142.73,151,74.7,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","ground_ball",153.8,156.94,17,80.1,"Sinker"
"Soto, Juan",665742,"single","line_drive",67.7,112.17,185,90.1,"Changeup"
"Harper, Bryce",547180,"double","line_drive",50.33,131.06,142,94.5,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","ground_ball",157.43,171.41,6,101.6,"Sinker"
"Swanson, Dansby",621020,"single","ground_ball",161.07,123.75,68,97.3,"4-Seam Fastball"
"Harper, Bryce",547180,"single","ground_ball",114.94,177.12,46,29.8,"Changeup"
"Swanson, Dansby",621020,"field_out","fly_ball",173.59,136.88,197,73.1,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","popup",148.09,160.23,118,69.4,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",129.73,89.77,273,81.7,"Sinker"
"Alonso, Pete",624413,"home_run","fly_ball",49.81,60.43,390,98.5,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",202.86,67.17,375,101.7,"Changeup"
"Turner, Trea",607208,"single","ground_ball",138.04,150.17,4,96.1,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",126.81,142.68,12,69.9,"Slider"
"Soto, Juan",665742,"single","ground_ball",165.97,95.48,117,90.9,"Slider"
"Swanson, Dansby",621020,"double","line_drive",179.14,57.75,359,105.9,"Slider"
"Soto, Juan",665742,"single","line_drive",163.94,95.48,147,76,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","line_drive",133.81,65.43,332,89.9,"Changeup"
"Swanson, Dansby",621020,"field_out","ground_ball",128.3,169.37,6,89.2,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","popup",85.45,139.39,182,59.7,"Slider"
"Soto, Juan",665742,"field_out","fly_ball",44.15,96.28,324,91.6,"Curveball"
"Soto, Juan",665742,"single","line_drive",134.71,63.83,296,99.3,"4-Seam Fastball"
"Turner, Trea",607208,"double","ground_ball",160.39,164.57,12,97.8,"4-Seam Fastball"
"Alonso, Pete",624413,"double","fly_ball",214.16,86.62,351,96.5,"Changeup"
"Soto, Juan",665742,"single","ground_ball",134.5,138.38,69,110.8,"4-Seam Fastball"
"Turner, Trea",607208,"home_run","fly_ball",73.9,47.28,397,101.1,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","ground_ball",109.86,151.07,6,100.2,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","ground_ball",81.29,157.55,111,74.5,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",113.6,167.4,3,79.9,"Sinker"
"Harper, Bryce",547180,"double","line_drive",202.03,82.42,342,106,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",186.39,135.92,217,76.4,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",168.28,141.6,6,77.5,"Slider"
"Soto, Juan",665742,"field_out","ground_ball",146.71,172.79,94,111.5,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",106.2,147.97,91,83.1,"Cutter"
"Turner, Trea",607208,"single","ground_ball",125.47,86.59,38,106,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",150.29,133.01,53,111.5,"Slider"
"Turner, Trea",607208,"field_out","fly_ball",122.07,52.97,361,98.7,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","ground_ball",97.69,173.37,2,69.6,"Knuckle Curve"
"Ohtani, Shohei",660271,"field_out","ground_ball",151.24,164.17,3,61.8,"Changeup"
"Alonso, Pete",624413,"field_out","fly_ball",185.56,129.33,228,82.7,"Knuckle Curve"
"Soto, Juan",665742,"field_out","fly_ball",101.17,87.4,327,89,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",154.52,146.72,8,95.8,"Knuckle Curve"
"Soto, Juan",665742,"triple","fly_ball",169.31,57.42,365,92.8,"Curveball"
"Alonso, Pete",624413,"field_out","popup",143.25,176.05,79,39.2,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",68.93,90.72,303,82.4,"Knuckle Curve"
"Harper, Bryce",547180,"home_run","fly_ball",227.95,90.41,366,106.7,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",102.13,171.93,71,38.4,"Cutter"
"Ohtani, Shohei",660271,"single","line_drive",170.38,101.36,157,95.2,"Changeup"
"Harper, Bryce",547180,"field_out","fly_ball",60.29,129.66,238,74.2,"4-Seam Fastball"
"Soto, Juan",665742,"double","line_drive",37.35,113.57,304,95.8,"Slider"
"Turner, Trea",607208,"single","fly_ball",124.56,108.4,227,70.4,"Changeup"
"Swanson, Dansby",621020,"field_out","ground_ball",135.17,190.23,15,44.9,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",171.67,99.32,273,94,"Slider"
"Harper, Bryce",547180,"field_out","ground_ball",133,128.02,116,95.3,"Curveball"
"Turner, Trea",607208,"field_out","fly_ball",212.49,98,328,94.1,"4-Seam Fastball"
"Soto, Juan",665742,"single","ground_ball",173.92,133.25,63,83.8,"Changeup"
"Alonso, Pete",624413,"field_out","ground_ball",97.58,139.76,7,100.6,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",146.06,157.64,2,64,"Curveball"
"Alonso, Pete",624413,"field_out","fly_ball",118.38,41.27,390,100.6,"Sinker"
"Soto, Juan",665742,"single","ground_ball",135.15,122.09,20,92.7,"Cutter"
"Ohtani, Shohei",660271,"field_out","ground_ball",147.71,176.82,5,109.6,"Curveball"
"Soto, Juan",665742,"single","line_drive",186.35,87.87,258,111.6,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","line_drive",125.9,60.3,344,99.2,"Changeup"
"Turner, Trea",607208,"field_out","ground_ball",136.7,191.29,2,57.6,"Cutter"
"Harper, Bryce",547180,"field_out","ground_ball",154.8,162.53,6,64.6,"Curveball"
"Swanson, Dansby",621020,"field_out","fly_ball",212.06,117.53,292,89.2,"Slider"
"Harper, Bryce",547180,"home_run","fly_ball",156.86,25.38,435,109.6,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",188,80.92,329,100,"Cutter"
"Ohtani, Shohei",660271,"single","ground_ball",166.8,109.71,141,106.9,"4-Seam Fastball"
"Soto, Juan",665742,"single","ground_ball",124.17,113.24,131,101.4,"Slider"
"Harper, Bryce",547180,"field_out","line_drive",78.96,77.52,323,100.1,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",197.79,72.26,359,101.4,"4-Seam Fastball"
"Harper, Bryce",547180,"single","ground_ball",114.24,123.16,7,98.2,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",90.48,149.73,11,90.2,"Curveball"
"Harper, Bryce",547180,"single","line_drive",110.51,73.91,245,104.7,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",108.35,102.57,246,97.8,"Cutter"
"Ohtani, Shohei",660271,"home_run","fly_ball",223.48,85.47,368,114.7,"Sinker"
"Alonso, Pete",624413,"field_out","fly_ball",121.26,37.82,398,105.1,"Changeup"
"Soto, Juan",665742,"field_out","ground_ball",134.68,191.2,1,77.2,"Slider"
"Harper, Bryce",547180,"single","line_drive",195.54,98.07,347,110.5,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",104.73,162.33,8,94.1,"Changeup"
"Soto, Juan",665742,"field_out","fly_ball",107.18,98.53,256,91,"Changeup"
"Harper, Bryce",547180,"field_out","fly_ball",97.57,64.9,339,104.3,"Changeup"
"Turner, Trea",607208,"single","ground_ball",67.04,107.68,57,111.2,"Sinker"
"Alonso, Pete",624413,"field_out","fly_ball",40.01,101.15,320,92.3,"Curveball"
"Harper, Bryce",547180,"home_run","fly_ball",54.36,72.33,360,98.3,"Slider"
"Soto, Juan",665742,"single","ground_ball",129.71,164.86,18,108.7,"4-Seam Fastball"
"Turner, Trea",607208,"double","ground_ball",63.5,132.63,65,107.6,"Curveball"
"Soto, Juan",665742,"single","line_drive",79.29,115.74,166,90.4,"Cutter"
"Alonso, Pete",624413,"triple","fly_ball",200.13,70.4,366,100.6,"Sinker"
"Harper, Bryce",547180,"field_out","ground_ball",147.89,154.17,32,86.5,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",42.27,98.22,322,94.8,"Slider"
"Turner, Trea",607208,"single","ground_ball",95.97,145.57,84,84.7,"Curveball"
"Turner, Trea",607208,"field_out","ground_ball",137.66,186.44,2,41.4,"Curveball"
"Alonso, Pete",624413,"field_out","fly_ball",169.24,119.19,228,70.2,"Sinker"
"Turner, Trea",607208,"field_out","ground_ball",145.35,146.17,16,105.1,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",137.28,157.32,2,78.1,"Split-Finger"
"Harper, Bryce",547180,"home_run","line_drive",210.54,81.43,357,107.2,"Changeup"
"Soto, Juan",665742,"single","ground_ball",140.2,130.4,8,95,"Sinker"
"Swanson, Dansby",621020,"field_out","line_drive",83.19,152.3,160,106.6,"Cutter"
"Soto, Juan",665742,"home_run","fly_ball",188.95,21.9,432,109.3,"4-Seam Fastball"
"Alonso, Pete",624413,"double","line_drive",209.99,114.94,213,106.3,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",147.12,162.96,2,66.6,"Cutter"
"Harper, Bryce",547180,"single","line_drive",173.01,104.07,263,109.6,"Curveball"
"Soto, Juan",665742,"single","ground_ball",129.68,138.58,7,97.1,"Sinker"
"Swanson, Dansby",621020,"single","fly_ball",116.59,94.62,246,74.1,"Curveball"
"Turner, Trea",607208,"field_out","fly_ball",115.33,69.7,322,93.2,"4-Seam Fastball"
"Turner, Trea",607208,"double","line_drive",152.96,79.56,260,98,"Changeup"
"Alonso, Pete",624413,"field_out","ground_ball",99.81,169.99,5,72.4,"Slider"
"Alonso, Pete",624413,"home_run","fly_ball",75.66,41.19,425,106.2,"4-Seam Fastball"
"Soto, Juan",665742,"single","line_drive",153.44,76.02,204,112.1,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",125.13,97.29,17,110.9,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","ground_ball",148.39,145.54,10,82.1,"Curveball"
"Ohtani, Shohei",660271,"single","ground_ball",129.6,137.48,13,81.7,"Sinker"
"Alonso, Pete",624413,"home_run","fly_ball",16.82,74.02,407,102.8,"Sinker"
"Swanson, Dansby",621020,"field_out","ground_ball",105.23,166.6,2,75.8,"Sinker"
"Turner, Trea",607208,"field_out","ground_ball",99.35,152.31,2,76.9,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",140.86,40.06,394,101.7,"4-Seam Fastball"
"Swanson, Dansby",621020,"single","line_drive",79.19,90.71,199,102.1,"Changeup"
"Turner, Trea",607208,"field_out","ground_ball",103.08,161.71,12,85.6,"Slider"
"Harper, Bryce",547180,"field_out","ground_ball",160.91,163.84,8,81.3,"Changeup"
"Soto, Juan",665742,"field_out","fly_ball",120.94,94.76,262,94.8,"4-Seam Fastball"
"Alonso, Pete",624413,"home_run","fly_ball",63.74,57.7,382,104.3,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",127.41,181.4,4,95.3,"Changeup"
"Turner, Trea",607208,"field_out","ground_ball",103.88,150.64,12,93,"Slider"
"Harper, Bryce",547180,"field_out","line_drive",187.82,85.27,319,107.6,"Curveball"
"Alonso, Pete",624413,"single","line_drive",180.17,101.52,167,111.2,"Sinker"
"Ohtani, Shohei",660271,"field_out","popup",90.65,147.52,160,76.7,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",148.88,163.2,15,80.1,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","line_drive",101.14,84.62,291,77.8,"Changeup"
"Ohtani, Shohei",660271,"field_out","fly_ball",57.04,86.74,326,96.5,"4-Seam Fastball"
"Harper, Bryce",547180,"home_run","fly_ball",159.79,29.63,426,105.5,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","fly_ball",36.51,117.03,299,98.9,"4-Seam Fastball"
"Turner, Trea",607208,"double","fly_ball",76.46,57.77,369,96.7,"Slider"
"Alonso, Pete",624413,"field_out","popup",155.82,188.43,80,77,"Split-Finger"
"Soto, Juan",665742,"field_out","ground_ball",153.07,130.06,125,111.6,"4-Seam Fastball"
"Soto, Juan",665742,"single","ground_ball",135.53,91.42,46,111.7,"Sinker"
"Alonso, Pete",624413,"double","line_drive",55.12,64.94,372,109.4,"4-Seam Fastball"
"Harper, Bryce",547180,"home_run","fly_ball",188.15,51.41,396,104.1,"Slider"
"Swanson, Dansby",621020,"field_out","popup",131.67,152.91,123,71.2,"Slider"
"Turner, Trea",607208,"field_out","line_drive",180.51,109.4,261,78.8,"Cutter"
"Turner, Trea",607208,"field_out","ground_ball",121.78,178.26,3,77,"Sinker"
"Soto, Juan",665742,"field_out","line_drive",108.64,42.1,386,102.7,"Split-Finger"
"Alonso, Pete",624413,"single","line_drive",166.63,124.73,165,64.6,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","line_drive",99,162.08,141,112.7,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","line_drive",104.05,157.58,123,99.3,"Sinker"
"Soto, Juan",665742,"field_out","ground_ball",156.55,141.35,5,72.9,"Changeup"
"Ohtani, Shohei",660271,"field_out","ground_ball",138.98,190.16,2,65.5,"Sinker"
"Swanson, Dansby",621020,"field_out","fly_ball",142.62,69.71,324,97.9,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","ground_ball",156.21,139.92,34,78.1,"Changeup"
"Turner, Trea",607208,"field_out","popup",144.95,142.14,155,86.3,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",121.73,123.85,65,78.4,"Slider"
"Soto, Juan",665742,"field_out","ground_ball",137.14,188.46,1,59.3,"Cutter"
"Alonso, Pete",624413,"double","line_drive",43.1,66.72,383,111.4,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",162.42,107.67,220,85.7,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","ground_ball",165.97,145.81,15,98.7,"Cutter"
"Harper, Bryce",547180,"field_out","fly_ball",184.47,93.16,299,84.7,"Changeup"
"Alonso, Pete",624413,"field_out","popup",127.64,206.72,9,79.4,"Changeup"
"Ohtani, Shohei",660271,"home_run","fly_ball",208.26,46.73,426,107.2,"Cutter"
"Soto, Juan",665742,"field_out","fly_ball",98.61,63.95,341,91.2,"4-Seam Fastball"
"Ohtani, Shohei",660271,"field_out","ground_ball",162.5,161.87,51,85.2,"Cutter"
"Swanson, Dansby",621020,"field_out","ground_ball",130,174.11,2,73.8,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",107.09,146.29,90,96.3,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","fly_ball",43.62,91.78,333,97.3,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",127.92,91.08,270,91.7,"Slider"
"Alonso, Pete",624413,"double","line_drive",158.13,49.54,377,99.2,"Changeup"
"Harper, Bryce",547180,"single","ground_ball",189.03,139.08,9,94.9,"Changeup"
"Ohtani, Shohei",660271,"single","line_drive",178.81,108.13,261,105.4,"4-Seam Fastball"
"Alonso, Pete",624413,"single","ground_ball",79.72,118.36,132,95.8,"Sinker"
"Alonso, Pete",624413,"field_out","fly_ball",163.23,93.15,279,83.4,"Curveball"
"Swanson, Dansby",621020,"field_out","fly_ball",205.78,100.24,314,91.8,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",188.25,94.03,302,95.2,"Cutter"
"Turner, Trea",607208,"home_run","fly_ball",138.53,37.98,400,101.3,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",65.16,140.26,210,83.8,"Curveball"
"Soto, Juan",665742,"single","ground_ball",168.93,154.42,7,88.2,"4-Seam Fastball"
"Harper, Bryce",547180,"field_out","popup",101.04,133.75,177,81.7,"Curveball"
"Soto, Juan",665742,"field_out","fly_ball",197.43,120.39,251,94.3,"Slider"
"Swanson, Dansby",621020,"field_out","fly_ball",217.48,115.48,305,91.1,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","fly_ball",131.63,100.09,249,76.1,"Slider"
"Alonso, Pete",624413,"triple","fly_ball",193.88,121.92,243,85.3,"Changeup"
"Soto, Juan",665742,"field_out","ground_ball",136.82,149.62,4,70.6,"Slider"
"Swanson, Dansby",621020,"field_out","line_drive",85.95,71.75,330,98.7,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",90.52,163.91,7,81.5,"Changeup"
"Swanson, Dansby",621020,"field_out","ground_ball",92.87,170.62,5,60.7,"Slider"
"Harper, Bryce",547180,"field_out","ground_ball",159.56,157.05,14,84.4,"Sinker"
"Ohtani, Shohei",660271,"field_out","ground_ball",158.95,153.94,55,101.2,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",103.89,179.32,3,85,"4-Seam Fastball"
"Alonso, Pete",624413,"single","line_drive",147.31,96.15,231,78.2,"Curveball"
"Turner, Trea",607208,"single","ground_ball",143.41,149.28,20,107.6,"Sinker"
"Ohtani, Shohei",660271,"field_out","fly_ball",197.61,90.73,321,86,"Slider"
"Soto, Juan",665742,"home_run","fly_ball",24.22,100.25,349,97.4,"4-Seam Fastball"
"Harper, Bryce",547180,"single","ground_ball",102.55,167.67,3,52.9,"4-Seam Fastball"
"Alonso, Pete",624413,"double","line_drive",78.63,134.61,200,107.5,"Slider"
"Soto, Juan",665742,"home_run","fly_ball",129.64,32.48,412,107.1,"Knuckle Curve"
"Swanson, Dansby",621020,"field_out","ground_ball",106.55,150.48,27,99.1,"Cutter"
"Alonso, Pete",624413,"field_out","ground_ball",131.9,143.58,6,87.8,"Sinker"
"Swanson, Dansby",621020,"field_out","ground_ball",90.03,166.77,5,81,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","fly_ball",206.59,113.5,290,82,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","fly_ball",53.96,111.89,280,94.3,"4-Seam Fastball"
"Soto, Juan",665742,"single","ground_ball",71.6,112.77,55,86.3,"Sinker"
"Soto, Juan",665742,"single","ground_ball",196.42,103.62,30,99,"Slider"
"Turner, Trea",607208,"field_out","ground_ball",111.68,159.46,23,74.9,"4-Seam Fastball"
"Swanson, Dansby",621020,"home_run","fly_ball",139.14,35.75,405,102.5,"4-Seam Fastball"
"Turner, Trea",607208,"double","line_drive",46.66,97.06,200,106.1,"4-Seam Fastball"
"Swanson, Dansby",621020,"field_out","fly_ball",162.89,118,224,86.3,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","line_drive",57.15,84.96,329,111.6,"Slider"
"Ohtani, Shohei",660271,"field_out","fly_ball",134.37,113.18,218,90.1,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",97.69,168.42,5,91.5,"Changeup"
"Swanson, Dansby",621020,"field_out","fly_ball",141.38,97.86,257,73.5,"4-Seam Fastball"
"Soto, Juan",665742,"field_out","popup",118.58,173.87,74,73.9,"Knuckle Curve"
"Soto, Juan",665742,"field_out","fly_ball",81.84,114.12,239,91.1,"Cutter"
"Swanson, Dansby",621020,"field_out","ground_ball",95.84,166.35,4,81.8,"Slider"
"Harper, Bryce",547180,"single","ground_ball",103.15,180.81,11,42.1,"4-Seam Fastball"
"Turner, Trea",607208,"single","ground_ball",115.68,158.07,2,72.2,"Slider"
"Harper, Bryce",547180,"double","fly_ball",69.07,128.87,210,69.5,"Cutter"
"Harper, Bryce",547180,"field_out","ground_ball",159.91,129.19,5,95.3,"Sinker"
"Harper, Bryce",547180,"field_out","ground_ball",162.86,136.27,53,94.6,"Slider"
"Alonso, Pete",624413,"field_out","ground_ball",103.82,161.84,3,71.6,"Changeup"
"Soto, Juan",665742,"field_out","popup",103.57,133.19,178,83.1,"Cutter"
"Ohtani, Shohei",660271,"field_out","popup",81.01,169.29,136,91.7,"Cutter"
"Ohtani, Shohei",660271,"field_out","fly_ball",60.21,87.15,321,92.9,"4-Seam Fastball"
"Alonso, Pete",624413,"field_out","fly_ball",60.96,116.69,260,74.6,"Slider"
"Harper, Bryce",547180,"single","ground_ball",140.67,126.21,88,81,"Changeup"
"Turner, Trea",607208,"field_out","fly_ball",112.27,84.59,287,81.9,"Curveball"
"Soto, Juan",665742,"single","line_drive",171.64,77.13,227,113.7,"4-Seam Fastball"
"Soto, Juan",665742,"double","line_drive",149.54,45.29,345,96.1,"4-Seam Fastball"
"Turner, Trea",607208,"field_out","ground_ball",112.79,156.48,42,84.6,"Curveball"
"Swanson, Dansby",621020,"field_out","fly_ball",168.83,88.56,295,87.5,"4-Seam Fastball"
"Harper, Bryce",547180,"single","ground_ball",130.68,133.86,6,95,"4-Seam Fastball"
"Turner, Trea",607208,"single","line_drive",198.11,116.86,234,83.6,"Curveball"
"Harper, Bryce",547180,"field_out","line_drive",114.44,77,305,102.7,"Curveball"
"Swanson, Dansby",621020,"field_out","line_drive",58.71,107.32,281,95.5,"4-Seam Fastball"
