last_name, first_name,player_id,year,batting_avg,slg_percent,on_base_percent
Grichuk, Randal,545341,2020,0.273,0.481,0.312
Ruiz, Rio,547004,2020,0.222,0.427,0.284
Walker, Christian,572233,2020,0.271,0.459,0.333
Canha, Mark,592192,2020,0.246,0.408,0.387
Alberto, Hanser,593643,2020,0.283,0.393,0.303
Franco, Maikel,596748,2020,0.278,0.457,0.321
Bradley Jr., Jackie,598265,2020,0.283,0.45,0.364
Ramirez, Jose,608070,2020,0.292,0.607,0.386
Seager, Corey,608369,2020,0.307,0.585,0.358
Swanson, Dansby,621020,2020,0.274,0.464,0.345
Cronenworth, Jake,630105,2020,0.285,0.477,0.354
Robles, Victor,645302,2020,0.22,0.315,0.291
Jimenez, Eloy,650391,2020,0.296,0.559,0.332
White, Evan,657108,2020,0.176,0.346,0.252
Laureano, Ramon,657656,2020,0.213,0.366,0.338
Riley, Austin,663586,2020,0.239,0.415,0.301
Lowe, Brandon,664040,2020,0.269,0.554,0.362
Reynolds, Bryan,668804,2020,0.189,0.357,0.274
Edman, Tommy,669242,2020,0.25,0.368,0.317
Solak, Nick,669256,2020,0.268,0.344,0.326
Cabrera, Miguel,408234,2020,0.25,0.417,0.329
Longoria, Evan,446334,2020,0.254,0.425,0.297
Martinez, J.D.,502110,2020,0.213,0.389,0.291
Goldschmidt, Paul,502671,2020,0.304,0.466,0.416
Flores, Wilmer,527038,2020,0.268,0.515,0.315
Garcia, Avisail,541645,2020,0.238,0.326,0.333
Ozuna, Marcell,542303,2020,0.338,0.636,0.431
Crawford, Brandon,543063,2020,0.256,0.465,0.326
Grossman, Robbie,543257,2020,0.241,0.482,0.344
Springer III, George,543807,2020,0.265,0.54,0.356
Gregorius, Didi,544369,2020,0.284,0.488,0.338
Trout, Mike,545361,2020,0.281,0.603,0.39
Abreu, Jose,547989,2020,0.317,0.617,0.37
Suarez, Eugenio,553993,2020,0.202,0.47,0.312
Gonzalez, Erik,570481,2020,0.227,0.359,0.254
Voit III, Luke,572228,2020,0.277,0.61,0.338
Contreras, Willson,575929,2020,0.243,0.407,0.356
Machado, Manny,592518,2020,0.304,0.58,0.37
Bogaerts, Xander,593428,2020,0.3,0.502,0.364
Kepler, Max,596146,2020,0.228,0.439,0.321
Candelario, Jeimer,600869,2020,0.297,0.503,0.369
Betts, Mookie,605141,2020,0.292,0.562,0.366
Tapia, Raimel,606132,2020,0.321,0.402,0.364
Pillar, Kevin,607680,2020,0.288,0.462,0.336
Mondesi, Adalberto,609275,2020,0.256,0.416,0.292
Correa, Carlos,621043,2020,0.264,0.383,0.326
Olson, Matt,621566,2020,0.195,0.424,0.31
Reyes, Victor,622682,2020,0.277,0.391,0.315
Biggio, Cavan,624415,2020,0.25,0.432,0.374
Conforto, Michael,624424,2020,0.322,0.515,0.412
Bellinger, Cody,641355,2020,0.239,0.455,0.333
Tucker, Kyle,663656,2020,0.268,0.512,0.325
Happ, Ian,664023,2020,0.258,0.505,0.359
Tatis Jr., Fernando,665487,2020,0.277,0.571,0.366
Guerrero Jr., Vladimir,665489,2020,0.262,0.462,0.329
Martinez, Victor,400121,2018,0.251,0.353,0.297
Mauer, Joe,408045,2018,0.282,0.379,0.35
Choo, Shin-Soo,425783,2018,0.264,0.434,0.376
Molina, Yadier,425877,2018,0.261,0.436,0.314
Encarnacion, Edwin,429665,2018,0.246,0.474,0.335
Jones, Adam,430945,2018,0.281,0.419,0.313
Kinsler, Ian,435079,2018,0.24,0.38,0.301
Desmond, Ian,435622,2018,0.236,0.422,0.307
Cruz Jr., Nelson,443558,2018,0.256,0.509,0.342
Peralta, David,444482,2018,0.293,0.516,0.352
Escobar, Alcides,444876,2018,0.231,0.313,0.275
Jay, Jon,445055,2018,0.268,0.347,0.328
Longoria, Evan,446334,2018,0.244,0.413,0.281
Davis, Chris,448801,2018,0.168,0.296,0.243
Zobrist, Ben,450314,2018,0.305,0.44,0.377
Cabrera, Asdrubal,452678,2018,0.262,0.458,0.316
Blackmon, Charlie,453568,2018,0.291,0.502,0.358
Markakis, Nick,455976,2018,0.297,0.44,0.366
Nunez, Eduardo,456488,2018,0.265,0.388,0.289
Cain, Lorenzo,456715,2018,0.308,0.417,0.395
McCutchen, Andrew,457705,2018,0.255,0.424,0.368
Upton, Justin,457708,2018,0.257,0.463,0.344
Votto, Joey,458015,2018,0.284,0.419,0.417
Gardner, Brett,458731,2018,0.236,0.368,0.32
Gordon, Alex,460086,2018,0.245,0.37,0.324
Kemp, Matt,461314,2018,0.29,0.481,0.338
Santana, Carlos,467793,2018,0.229,0.414,0.352
Gonzalez, Carlos,471865,2018,0.276,0.467,0.329
Alonso, Yonder,475174,2018,0.25,0.421,0.317
Smoak, Justin,475253,2018,0.242,0.457,0.35
Lowrie, Jed,476704,2018,0.267,0.448,0.353
Brantley Jr., Michael,488726,2018,0.309,0.468,0.363
Gurriel, Yuli,493329,2018,0.291,0.428,0.323
Solarte, Yangervis,500208,2018,0.226,0.378,0.277
Rojas, Miguel,500743,2018,0.252,0.346,0.295
Escobar, Eduardo,500871,2018,0.272,0.489,0.334
Martinez, Jose,500874,2018,0.305,0.457,0.363
Davis, Khris,501981,2018,0.247,0.549,0.326
Pham, Tommy,502054,2018,0.275,0.464,0.367
Martinez, J.D.,502110,2018,0.33,0.629,0.402
Goldschmidt, Paul,502671,2018,0.29,0.533,0.388
Gonzalez, Marwin,503556,2018,0.247,0.409,0.321
Altuve, Jose,514888,2018,0.316,0.451,0.384
Hernandez, Cesar,514917,2018,0.253,0.362,0.356
Segura, Jean,516416,2018,0.304,0.415,0.339
Castro, Starlin,516770,2018,0.278,0.4,0.329
Marte, Starling,516782,2018,0.277,0.46,0.327
Dietrich, Derek,518618,2018,0.265,0.421,0.33
Freeman, Freddie,518692,2018,0.309,0.505,0.388
Grandal, Yasmani,518735,2018,0.241,0.466,0.349
LeMahieu, DJ,518934,2018,0.276,0.428,0.32
Moustakas, Mike,519058,2018,0.251,0.459,0.315
Rizzo, Anthony,519203,2018,0.283,0.47,0.376
Stanton, Giancarlo,519317,2018,0.266,0.509,0.343
Galvis, Freddy,520471,2018,0.248,0.38,0.299
Perez, Salvador,521692,2018,0.235,0.439,0.274
Inciarte, Ender,542255,2018,0.265,0.38,0.323
Ozuna, Marcell,542303,2018,0.28,0.433,0.325
Villar, Jonathan,542340,2018,0.26,0.384,0.324
Aguilar, Jesus,542583,2018,0.274,0.539,0.352
Crawford, Brandon,543063,2018,0.254,0.394,0.325
Cron, C.J.,543068,2018,0.253,0.493,0.323
Hicks, Aaron,543305,2018,0.248,0.467,0.365
Hosmer, Eric,543333,2018,0.253,0.398,0.322
Kipnis, Jason,543401,2018,0.23,0.389,0.314
Rendon, Anthony,543685,2018,0.308,0.535,0.374
Semien, Marcus,543760,2018,0.255,0.388,0.317
Shaw, Travis,543768,2018,0.241,0.48,0.344
Springer III, George,543807,2018,0.265,0.434,0.344
Strange-Gordon, Dee,543829,2018,0.268,0.349,0.284
Gregorius, Didi,544369,2018,0.268,0.494,0.334
Trout, Mike,545361,2018,0.312,0.628,0.459
Herrera, Odubel,546318,2018,0.255,0.42,0.31
Harper, Bryce,547180,2018,0.249,0.496,0.393
Abreu, Jose,547989,2018,0.265,0.473,0.325
Suarez, Eugenio,553993,2018,0.283,0.526,0.366
Polanco, Gregory,570256,2018,0.254,0.499,0.338
Sanchez, Yolmer,570560,2018,0.242,0.372,0.305
Arenado, Nolan,571448,2018,0.297,0.561,0.373
Barnhart, Tucker,571466,2018,0.248,0.372,0.326
Gennett, Scooter,571697,2018,0.31,0.49,0.356
Hamilton, Billy,571740,2018,0.236,0.327,0.299
Haniger, Mitch,571745,2018,0.285,0.493,0.366
Piscotty, Stephen,572039,2018,0.267,0.491,0.331
Seager, Kyle,572122,2018,0.221,0.4,0.273
Carpenter, Matt,572761,2018,0.257,0.523,0.374
Dickerson, Corey,572816,2018,0.3,0.474,0.33
Dozier, Brian,572821,2018,0.215,0.391,0.305
Contreras, Willson,575929,2018,0.249,0.39,0.338
Castellanos, Nick,592206,2018,0.298,0.5,0.354
Healy, Ryon,592387,2018,0.235,0.412,0.277
Machado, Manny,592518,2018,0.297,0.538,0.367
Realmuto, J.T.,592663,2018,0.277,0.484,0.339
Rosario, Eddie,592696,2018,0.288,0.479,0.323
Simmons, Andrelton,592743,2018,0.292,0.417,0.337
Yelich, Christian,592885,2018,0.326,0.598,0.402
Merrifield, Whit,593160,2018,0.304,0.438,0.366
Bogaerts, Xander,593428,2018,0.288,0.522,0.36
Calhoun, Kole,594777,2018,0.208,0.369,0.283
Profar, Jurickson,595777,2018,0.254,0.458,0.335
Baez, Javier,595879,2018,0.29,0.554,0.326
Lindor, Francisco,596019,2018,0.277,0.519,0.35
Odor, Rougned,596059,2018,0.253,0.424,0.325
Story, Trevor,596115,2018,0.291,0.567,0.348
Kepler, Max,596146,2018,0.224,0.408,0.319
Bradley Jr., Jackie,598265,2018,0.234,0.403,0.314
Candelario, Jeimer,600869,2018,0.224,0.393,0.317
Ahmed, Nick,605113,2018,0.234,0.411,0.289
Anderson, Brian,605119,2018,0.273,0.4,0.357
Bell, Josh,605137,2018,0.261,0.411,0.357
Betts, Mookie,605141,2018,0.346,0.64,0.438
Smith, Mallex,605480,2018,0.296,0.406,0.362
Hernandez, Teoscar,606192,2018,0.239,0.468,0.302
Peraza, Jose,606299,2018,0.288,0.416,0.322
Marte, Ketel,606466,2018,0.26,0.437,0.331
Nimmo, Brandon,607043,2018,0.263,0.483,0.404
Turner, Trea,607208,2018,0.271,0.416,0.343
Pillar, Kevin,607680,2018,0.252,0.426,0.282
Ramirez, Jose,608070,2018,0.27,0.552,0.387
Bregman, Alex,608324,2018,0.286,0.532,0.394
Gallo, Joey,608336,2018,0.206,0.498,0.312
Mazara, Nomar,608577,2018,0.258,0.436,0.317
Andujar, Miguel,609280,2018,0.297,0.527,0.328
Swanson, Dansby,621020,2018,0.238,0.395,0.3
Taylor, Chris,621035,2018,0.254,0.444,0.331
Wendle, Joey,621563,2018,0.3,0.435,0.352
Olson, Matt,621566,2018,0.247,0.453,0.335
Duffy, Matt,622110,2018,0.294,0.366,0.361
Margot, Manuel,622534,2018,0.245,0.384,0.291
Camargo, Johan,622666,2018,0.272,0.457,0.349
Conforto, Michael,624424,2018,0.243,0.448,0.35
Anderson, Tim,641313,2018,0.24,0.406,0.281
Bellinger, Cody,641355,2018,0.26,0.47,0.343
Mancini III, Trey,641820,2018,0.242,0.416,0.299
Rosario, Amed,642708,2018,0.256,0.381,0.294
Benintendi, Andrew,643217,2018,0.29,0.465,0.365
Albies, Ozzie,645277,2018,0.261,0.452,0.304
Chapman, Matt,656305,2018,0.278,0.508,0.356
Hoskins, Rhys,656555,2018,0.246,0.496,0.353
Schwarber, Kyle,656941,2018,0.238,0.467,0.355
Moncada, Yoan,660162,2018,0.235,0.4,0.314
